ห้องที่,ชุดที่,ลำดับที่,จังหวัด,เขต,ชื่อ - นามสกุล,บัตรประชาชน
1,6,788,จังหวัดจันทบุรี,9,abc125433,1111111113089
2,8,928,จังหวัดฉะเชิงเทรา,3,abc125434,1111111113090
2,10,827,จังหวัดชลบุรี,9,abc125435,1111111113091
2,14,288,จังหวัดชัยนาท,7,abc125436,1111111113092
2,13,122,จังหวัดชัยภูมิ,1,abc125437,1111111113093
2,4,157,จังหวัดชุมพร,10,abc125438,1111111113094
2,8,967,จังหวัดเชียงราย,12,abc125439,1111111113095
1,3,676,จังหวัดเชียงใหม่,5,abc125440,1111111113096
1,14,418,จังหวัดตรัง,12,abc125441,1111111113097
1,2,155,จังหวัดตราด,9,abc125442,1111111113098
2,4,286,จังหวัดตาก,14,abc125443,1111111113099
1,6,999,จังหวัดนครนายก,13,abc125444,1111111113100
2,4,201,จังหวัดนครปฐม,1,abc125445,1111111113101
1,13,354,จังหวัดนครพนม,11,abc125446,1111111113102
2,3,798,จังหวัดนครราชสีมา,3,abc125447,1111111113103
1,7,666,จังหวัดนครศรีธรรมราช,6,abc125448,1111111113104
1,13,360,จังหวัดนครสวรรค์,1,abc125449,1111111113105
2,14,945,จังหวัดนนทบุรี,1,abc125450,1111111113106
2,2,600,จังหวัดนราธิวาส,13,abc125451,1111111113107
1,9,62,จังหวัดน่าน,2,abc125452,1111111113108
2,4,910,จังหวัดบึงกาฬ,4,abc125453,1111111113109
1,7,52,จังหวัดบุรีรัมย์,3,abc125454,1111111113110
1,1,828,จังหวัดปทุมธานี,14,abc125455,1111111113111
2,1,506,จังหวัดประจวบคีรีขันธ์,3,abc125456,1111111113112
2,7,259,จังหวัดปราจีนบุรี,5,abc125457,1111111113113
2,13,578,จังหวัดปัตตานี,5,abc125458,1111111113114
2,11,567,จังหวัดพระนครศรีอยุธยา,12,abc125459,1111111113115
1,14,483,จังหวัดพะเยา,10,abc125460,1111111113116
2,13,965,จังหวัดพังงา,6,abc125461,1111111113117
1,2,8,จังหวัดพัทลุง,7,abc125462,1111111113118
2,9,86,จังหวัดพิจิตร,5,abc125463,1111111113119
1,9,363,จังหวัดพิษณุโลก,4,abc125464,1111111113120
2,4,472,จังหวัดเพชรบุรี,7,abc125465,1111111113121
1,9,631,จังหวัดเพชรบูรณ์,1,abc125466,1111111113122
1,5,367,จังหวัดแพร่,3,abc125467,1111111113123
2,14,198,จังหวัดภูเก็ต,1,abc125468,1111111113124
1,5,258,จังหวัดมหาสารคาม,12,abc125469,1111111113125
2,8,419,จังหวัดมุกดาหาร,2,abc125470,1111111113126
1,1,406,จังหวัดแม่ฮ่องสอน,11,abc125471,1111111113127
2,4,698,จังหวัดยโสธร,1,abc125472,1111111113128
1,5,136,จังหวัดยะลา,4,abc125473,1111111113129
1,9,313,จังหวัดร้อยเอ็ด,5,abc125474,1111111113130
2,9,172,จังหวัดระนอง,11,abc125475,1111111113131
2,5,137,จังหวัดระยอง,7,abc125476,1111111113132
2,11,223,จังหวัดราชบุรี,11,abc125477,1111111113133
2,1,734,จังหวัดลพบุรี,6,abc125478,1111111113134
1,3,439,จังหวัดลำปาง,7,abc125479,1111111113135
2,4,800,จังหวัดลำพูน,4,abc125480,1111111113136
2,14,208,จังหวัดเลย,3,abc125481,1111111113137
2,1,970,จังหวัดศรีสะเกษ,3,abc125482,1111111113138
1,8,904,จังหวัดสกลนคร,5,abc125483,1111111113139
2,12,522,จังหวัดสงขลา,3,abc125484,1111111113140
2,2,108,จังหวัดสตูล,6,abc125485,1111111113141
2,5,471,จังหวัดสมุทรปราการ,1,abc125486,1111111113142
2,13,167,จังหวัดสมุทรสงคราม,2,abc125487,1111111113143
2,5,42,จังหวัดสมุทรสาคร,5,abc125488,1111111113144
2,11,678,จังหวัดสระแก้ว,10,abc125489,1111111113145
2,8,225,จังหวัดหนองบัวลำภู,8,abc125490,1111111113146
1,2,151,จังหวัดสระบุรี,14,abc125491,1111111113147
2,14,173,จังหวัดสิงห์บุรี,10,abc125492,1111111113148
1,1,973,จังหวัดสุโขทัย,12,abc125493,1111111113149
2,13,101,จังหวัดสุพรรณบุรี,3,abc125494,1111111113150
1,6,523,จังหวัดสุราษฎร์ธานี,5,abc125495,1111111113151
1,12,237,จังหวัดสุรินทร์,7,abc125496,1111111113152
2,12,361,จังหวัดหนองคาย,10,abc125497,1111111113153
1,6,452,จังหวัดอ่างทอง,2,abc125498,1111111113154
2,7,468,จังหวัดอำนาจเจริญ,13,abc125499,1111111113155
1,1,830,จังหวัดอุดรธานี,2,abc125500,1111111113156
1,1,448,จังหวัดอุตรดิตถ์,5,abc125501,1111111113157
1,10,354,จังหวัดอุทัยธานี,10,abc125502,1111111113158
2,4,996,จังหวัดอุบลราชธานี,6,abc125503,1111111113159
2,13,741,จังหวัดกระบี่,9,abc125504,1111111113160
2,2,951,จังหวัดกาญจนบุรี,9,abc125505,1111111113161
2,6,542,จังหวัดกาฬสินธุ์,3,abc125506,1111111113162
1,4,552,จังหวัดกำแพงเพชร,7,abc125507,1111111113163
2,11,763,จังหวัดขอนแก่น,12,abc125508,1111111113164
1,4,568,จังหวัดจันทบุรี,7,abc125509,1111111113165
1,3,500,จังหวัดฉะเชิงเทรา,2,abc125510,1111111113166
2,12,319,จังหวัดชลบุรี,12,abc125511,1111111113167
2,9,211,จังหวัดชัยนาท,6,abc125512,1111111113168
2,8,264,จังหวัดชัยภูมิ,7,abc125513,1111111113169
2,8,172,จังหวัดชุมพร,10,abc125514,1111111113170
2,3,41,จังหวัดเชียงราย,5,abc125515,1111111113171
2,8,203,จังหวัดเชียงใหม่,7,abc125516,1111111113172
2,11,217,จังหวัดตรัง,12,abc125517,1111111113173
1,8,466,จังหวัดตราด,12,abc125518,1111111113174
2,9,610,จังหวัดตาก,5,abc125519,1111111113175
2,9,136,จังหวัดนครนายก,2,abc125520,1111111113176
2,12,848,จังหวัดนครปฐม,7,abc125521,1111111113177
2,13,34,จังหวัดนครพนม,5,abc125522,1111111113178
1,4,902,จังหวัดนครราชสีมา,9,abc125523,1111111113179
1,8,338,จังหวัดนครศรีธรรมราช,2,abc125524,1111111113180
2,6,5,จังหวัดนครสวรรค์,5,abc125525,1111111113181
2,10,852,จังหวัดนนทบุรี,6,abc125526,1111111113182
1,8,582,จังหวัดนราธิวาส,5,abc125527,1111111113183
2,3,568,จังหวัดน่าน,13,abc125528,1111111113184
2,9,374,จังหวัดบึงกาฬ,5,abc125529,1111111113185
2,6,722,จังหวัดบุรีรัมย์,1,abc125530,1111111113186
1,11,670,จังหวัดปทุมธานี,5,abc125531,1111111113187
1,3,923,จังหวัดประจวบคีรีขันธ์,13,abc125532,1111111113188
1,10,604,จังหวัดปราจีนบุรี,13,abc125533,1111111113189
1,8,186,จังหวัดปัตตานี,2,abc125534,1111111113190
1,11,676,จังหวัดพระนครศรีอยุธยา,7,abc125535,1111111113191
2,5,669,จังหวัดพะเยา,9,abc125536,1111111113192
1,6,503,จังหวัดพังงา,14,abc125537,1111111113193
1,2,249,จังหวัดพัทลุง,5,abc125538,1111111113194
2,8,15,จังหวัดพิจิตร,5,abc125539,1111111113195
2,5,750,จังหวัดพิษณุโลก,8,abc125540,1111111113196
1,8,862,จังหวัดเพชรบุรี,4,abc125541,1111111113197
1,13,996,จังหวัดเพชรบูรณ์,11,abc125542,1111111113198
1,13,245,จังหวัดแพร่,12,abc125543,1111111113199
1,1,986,จังหวัดภูเก็ต,2,abc125544,1111111113200
2,1,135,จังหวัดมหาสารคาม,3,abc125545,1111111113201
1,8,387,จังหวัดมุกดาหาร,12,abc125546,1111111113202
1,9,375,จังหวัดแม่ฮ่องสอน,9,abc125547,1111111113203
2,4,509,จังหวัดยโสธร,14,abc125548,1111111113204
1,10,242,จังหวัดยะลา,9,abc125549,1111111113205
1,5,537,จังหวัดร้อยเอ็ด,1,abc125550,1111111113206
2,3,136,จังหวัดระนอง,3,abc125551,1111111113207
1,8,589,จังหวัดระยอง,13,abc125552,1111111113208
2,2,229,จังหวัดราชบุรี,4,abc125553,1111111113209
1,5,296,จังหวัดลพบุรี,8,abc125554,1111111113210
1,4,641,จังหวัดลำปาง,13,abc125555,1111111113211
2,3,807,จังหวัดลำพูน,10,abc125556,1111111113212
2,2,376,จังหวัดเลย,1,abc125557,1111111113213
1,7,249,จังหวัดศรีสะเกษ,4,abc125558,1111111113214
1,2,291,จังหวัดสกลนคร,7,abc125559,1111111113215
2,3,480,จังหวัดสงขลา,8,abc125560,1111111113216
1,10,613,จังหวัดสตูล,4,abc125561,1111111113217
1,12,142,จังหวัดสมุทรปราการ,3,abc125562,1111111113218
2,12,148,จังหวัดสมุทรสงคราม,6,abc125563,1111111113219
1,2,364,จังหวัดสมุทรสาคร,14,abc125564,1111111113220
2,11,800,จังหวัดสระแก้ว,12,abc125565,1111111113221
1,4,277,จังหวัดหนองบัวลำภู,14,abc125566,1111111113222
2,2,240,จังหวัดสระบุรี,7,abc125567,1111111113223
1,10,892,จังหวัดสิงห์บุรี,5,abc125568,1111111113224
2,12,467,จังหวัดสุโขทัย,8,abc125569,1111111113225
1,7,675,จังหวัดสุพรรณบุรี,2,abc125570,1111111113226
2,1,435,จังหวัดสุราษฎร์ธานี,14,abc125571,1111111113227
1,8,658,จังหวัดสุรินทร์,5,abc125572,1111111113228
1,14,163,จังหวัดหนองคาย,7,abc125573,1111111113229
2,2,645,จังหวัดอ่างทอง,14,abc125574,1111111113230
1,13,573,จังหวัดอำนาจเจริญ,12,abc125575,1111111113231
1,10,406,จังหวัดอุดรธานี,4,abc125576,1111111113232
2,5,392,จังหวัดอุตรดิตถ์,9,abc125577,1111111113233
1,11,948,จังหวัดอุทัยธานี,10,abc125578,1111111113234
2,13,533,จังหวัดอุบลราชธานี,1,abc125579,1111111113235
1,14,534,จังหวัดกระบี่,12,abc125580,1111111113236
2,11,460,จังหวัดกาญจนบุรี,11,abc125581,1111111113237
2,2,905,จังหวัดกาฬสินธุ์,3,abc125582,1111111113238
2,3,787,จังหวัดกำแพงเพชร,10,abc125583,1111111113239
2,8,998,จังหวัดขอนแก่น,11,abc125584,1111111113240
1,12,258,จังหวัดจันทบุรี,1,abc125585,1111111113241
2,12,668,จังหวัดฉะเชิงเทรา,11,abc125586,1111111113242
1,10,766,จังหวัดชลบุรี,1,abc125587,1111111113243
2,1,551,จังหวัดชัยนาท,11,abc125588,1111111113244
2,9,92,จังหวัดชัยภูมิ,3,abc125589,1111111113245
1,1,347,จังหวัดชุมพร,12,abc125590,1111111113246
1,5,93,จังหวัดเชียงราย,12,abc125591,1111111113247
2,13,441,จังหวัดเชียงใหม่,11,abc125592,1111111113248
2,3,242,จังหวัดตรัง,6,abc125593,1111111113249
2,12,851,จังหวัดตราด,6,abc125594,1111111113250
1,2,285,จังหวัดตาก,2,abc125595,1111111113251
1,1,83,จังหวัดนครนายก,1,abc125596,1111111113252
2,7,803,จังหวัดนครปฐม,5,abc125597,1111111113253
1,10,105,จังหวัดนครพนม,9,abc125598,1111111113254
1,4,68,จังหวัดนครราชสีมา,13,abc125599,1111111113255
1,10,673,จังหวัดนครศรีธรรมราช,14,abc125600,1111111113256
1,1,739,จังหวัดนครสวรรค์,2,abc125601,1111111113257
2,14,770,จังหวัดนนทบุรี,2,abc125602,1111111113258
1,14,857,จังหวัดนราธิวาส,3,abc125603,1111111113259
1,14,448,จังหวัดน่าน,10,abc125604,1111111113260
2,2,795,จังหวัดบึงกาฬ,14,abc125605,1111111113261
2,5,735,จังหวัดบุรีรัมย์,8,abc125606,1111111113262
1,3,246,จังหวัดปทุมธานี,9,abc125607,1111111113263
1,5,62,จังหวัดประจวบคีรีขันธ์,10,abc125608,1111111113264
2,8,66,จังหวัดปราจีนบุรี,8,abc125609,1111111113265
1,4,379,จังหวัดปัตตานี,1,abc125610,1111111113266
2,9,611,จังหวัดพระนครศรีอยุธยา,4,abc125611,1111111113267
1,3,579,จังหวัดพะเยา,14,abc125612,1111111113268
1,13,573,จังหวัดพังงา,1,abc125613,1111111113269
1,10,106,จังหวัดพัทลุง,3,abc125614,1111111113270
2,12,27,จังหวัดพิจิตร,7,abc125615,1111111113271
1,3,680,จังหวัดพิษณุโลก,3,abc125616,1111111113272
2,12,150,จังหวัดเพชรบุรี,5,abc125617,1111111113273
2,5,680,จังหวัดเพชรบูรณ์,11,abc125618,1111111113274
2,12,756,จังหวัดแพร่,3,abc125619,1111111113275
2,12,10,จังหวัดภูเก็ต,10,abc125620,1111111113276
1,12,321,จังหวัดมหาสารคาม,6,abc125621,1111111113277
1,3,674,จังหวัดมุกดาหาร,4,abc125622,1111111113278
2,4,509,จังหวัดแม่ฮ่องสอน,1,abc125623,1111111113279
1,1,6,จังหวัดยโสธร,13,abc125624,1111111113280
2,9,602,จังหวัดยะลา,3,abc125625,1111111113281
1,11,743,จังหวัดร้อยเอ็ด,5,abc125626,1111111113282
1,7,497,จังหวัดระนอง,11,abc125627,1111111113283
1,6,196,จังหวัดระยอง,8,abc125628,1111111113284
2,5,851,จังหวัดราชบุรี,13,abc125629,1111111113285
1,9,479,จังหวัดลพบุรี,8,abc125630,1111111113286
2,10,111,จังหวัดลำปาง,8,abc125631,1111111113287
2,11,678,จังหวัดลำพูน,1,abc125632,1111111113288
1,8,871,จังหวัดเลย,13,abc125633,1111111113289
2,10,331,จังหวัดศรีสะเกษ,9,abc125634,1111111113290
2,14,639,จังหวัดสกลนคร,12,abc125635,1111111113291
1,4,437,จังหวัดสงขลา,4,abc125636,1111111113292
2,4,444,จังหวัดสตูล,14,abc125637,1111111113293
2,11,451,จังหวัดสมุทรปราการ,12,abc125638,1111111113294
1,9,94,จังหวัดสมุทรสงคราม,3,abc125639,1111111113295
1,8,220,จังหวัดสมุทรสาคร,1,abc125640,1111111113296
1,7,402,จังหวัดสระแก้ว,10,abc125641,1111111113297
1,7,336,จังหวัดหนองบัวลำภู,12,abc125642,1111111113298
2,11,616,จังหวัดสระบุรี,6,abc125643,1111111113299
1,10,925,จังหวัดสิงห์บุรี,3,abc125644,1111111113300
1,9,111,จังหวัดสุโขทัย,13,abc125645,1111111113301
1,13,845,จังหวัดสุพรรณบุรี,6,abc125646,1111111113302
2,11,347,จังหวัดสุราษฎร์ธานี,10,abc125647,1111111113303
2,1,851,จังหวัดสุรินทร์,2,abc125648,1111111113304
2,10,965,จังหวัดหนองคาย,10,abc125649,1111111113305
2,12,487,จังหวัดอ่างทอง,9,abc125650,1111111113306
2,1,942,จังหวัดอำนาจเจริญ,1,abc125651,1111111113307
2,5,680,จังหวัดอุดรธานี,11,abc125652,1111111113308
2,8,102,จังหวัดอุตรดิตถ์,12,abc125653,1111111113309
2,3,895,จังหวัดอุทัยธานี,13,abc125654,1111111113310
2,11,58,จังหวัดอุบลราชธานี,7,abc125655,1111111113311
2,1,804,จังหวัดกระบี่,3,abc125656,1111111113312
2,1,585,จังหวัดกาญจนบุรี,5,abc125657,1111111113313
1,11,35,จังหวัดกาฬสินธุ์,10,abc125658,1111111113314
1,9,310,จังหวัดกำแพงเพชร,13,abc125659,1111111113315
2,10,404,จังหวัดขอนแก่น,13,abc125660,1111111113316
2,1,680,จังหวัดจันทบุรี,1,abc125661,1111111113317
2,12,22,จังหวัดฉะเชิงเทรา,8,abc125662,1111111113318
2,1,115,จังหวัดชลบุรี,8,abc125663,1111111113319
2,12,779,จังหวัดชัยนาท,4,abc125664,1111111113320
1,2,755,จังหวัดชัยภูมิ,6,abc125665,1111111113321
2,9,375,จังหวัดชุมพร,3,abc125666,1111111113322
2,2,834,จังหวัดเชียงราย,8,abc125667,1111111113323
1,8,509,จังหวัดเชียงใหม่,10,abc125668,1111111113324
1,3,496,จังหวัดตรัง,14,abc125669,1111111113325
1,3,167,จังหวัดตราด,13,abc125670,1111111113326
2,5,371,จังหวัดตาก,9,abc125671,1111111113327
1,6,433,จังหวัดนครนายก,14,abc125672,1111111113328
2,12,848,จังหวัดนครปฐม,7,abc125673,1111111113329
1,8,802,จังหวัดนครพนม,1,abc125674,1111111113330
2,4,170,จังหวัดนครราชสีมา,11,abc125675,1111111113331
2,11,854,จังหวัดนครศรีธรรมราช,14,abc125676,1111111113332
1,10,86,จังหวัดนครสวรรค์,11,abc125677,1111111113333
1,10,91,จังหวัดนนทบุรี,10,abc125678,1111111113334
1,5,125,จังหวัดนราธิวาส,9,abc125679,1111111113335
1,1,49,จังหวัดน่าน,9,abc125680,1111111113336
2,10,910,จังหวัดบึงกาฬ,4,abc125681,1111111113337
2,4,877,จังหวัดบุรีรัมย์,2,abc125682,1111111113338
2,4,511,จังหวัดปทุมธานี,12,abc125683,1111111113339
1,6,946,จังหวัดประจวบคีรีขันธ์,9,abc125684,1111111113340
1,14,316,จังหวัดปราจีนบุรี,13,abc125685,1111111113341
2,7,725,จังหวัดปัตตานี,10,abc125686,1111111113342
1,1,433,จังหวัดพระนครศรีอยุธยา,10,abc125687,1111111113343
1,6,778,จังหวัดพะเยา,1,abc125688,1111111113344
1,14,258,จังหวัดพังงา,7,abc125689,1111111113345
2,8,85,จังหวัดพัทลุง,11,abc125690,1111111113346
2,4,681,จังหวัดพิจิตร,4,abc125691,1111111113347
1,2,636,จังหวัดพิษณุโลก,8,abc125692,1111111113348
2,6,803,จังหวัดเพชรบุรี,1,abc125693,1111111113349
1,2,888,จังหวัดเพชรบูรณ์,1,abc125694,1111111113350
1,12,112,จังหวัดแพร่,12,abc125695,1111111113351
2,7,102,จังหวัดภูเก็ต,4,abc125696,1111111113352
2,14,557,จังหวัดมหาสารคาม,13,abc125697,1111111113353
2,7,770,จังหวัดมุกดาหาร,9,abc125698,1111111113354
2,4,831,จังหวัดแม่ฮ่องสอน,8,abc125699,1111111113355
1,1,568,จังหวัดยโสธร,1,abc125700,1111111113356
2,9,629,จังหวัดยะลา,10,abc125701,1111111113357
1,5,975,จังหวัดร้อยเอ็ด,1,abc125702,1111111113358
2,6,557,จังหวัดระนอง,6,abc125703,1111111113359
1,2,407,จังหวัดระยอง,1,abc125704,1111111113360
2,3,306,จังหวัดราชบุรี,3,abc125705,1111111113361
1,8,525,จังหวัดลพบุรี,3,abc125706,1111111113362
2,5,462,จังหวัดลำปาง,4,abc125707,1111111113363
1,8,916,จังหวัดลำพูน,3,abc125708,1111111113364
2,10,893,จังหวัดเลย,8,abc125709,1111111113365
1,3,427,จังหวัดศรีสะเกษ,13,abc125710,1111111113366
2,13,726,จังหวัดสกลนคร,9,abc125711,1111111113367
1,14,817,จังหวัดสงขลา,3,abc125712,1111111113368
1,10,906,จังหวัดสตูล,11,abc125713,1111111113369
2,13,520,จังหวัดสมุทรปราการ,3,abc125714,1111111113370
2,14,776,จังหวัดสมุทรสงคราม,12,abc125715,1111111113371
2,4,162,จังหวัดสมุทรสาคร,6,abc125716,1111111113372
2,14,899,จังหวัดสระแก้ว,11,abc125717,1111111113373
1,8,85,จังหวัดหนองบัวลำภู,10,abc125718,1111111113374
2,4,908,จังหวัดสระบุรี,11,abc125719,1111111113375
2,10,677,จังหวัดสิงห์บุรี,1,abc125720,1111111113376
2,9,734,จังหวัดสุโขทัย,14,abc125721,1111111113377
2,12,457,จังหวัดสุพรรณบุรี,5,abc125722,1111111113378
2,4,580,จังหวัดสุราษฎร์ธานี,4,abc125723,1111111113379
2,1,945,จังหวัดสุรินทร์,1,abc125724,1111111113380
1,8,38,จังหวัดหนองคาย,2,abc125725,1111111113381
2,3,740,จังหวัดอ่างทอง,6,abc125726,1111111113382
1,12,142,จังหวัดอำนาจเจริญ,10,abc125727,1111111113383
1,12,335,จังหวัดอุดรธานี,13,abc125728,1111111113384
1,7,903,จังหวัดอุตรดิตถ์,13,abc125729,1111111113385
1,10,120,จังหวัดอุทัยธานี,1,abc125730,1111111113386
2,4,245,จังหวัดอุบลราชธานี,14,abc125731,1111111113387
2,14,251,จังหวัดกระบี่,12,abc125732,1111111113388
2,8,656,จังหวัดกาญจนบุรี,13,abc125733,1111111113389
2,8,480,จังหวัดกาฬสินธุ์,10,abc125734,1111111113390
1,8,395,จังหวัดกำแพงเพชร,1,abc125735,1111111113391
1,2,115,จังหวัดขอนแก่น,5,abc125736,1111111113392
1,11,631,จังหวัดจันทบุรี,6,abc125737,1111111113393
1,5,716,จังหวัดฉะเชิงเทรา,9,abc125738,1111111113394
1,5,447,จังหวัดชลบุรี,11,abc125739,1111111113395
2,1,453,จังหวัดชัยนาท,9,abc125740,1111111113396
2,14,468,จังหวัดชัยภูมิ,4,abc125741,1111111113397
2,11,649,จังหวัดชุมพร,2,abc125742,1111111113398
1,12,864,จังหวัดเชียงราย,12,abc125743,1111111113399
2,8,623,จังหวัดเชียงใหม่,5,abc125744,1111111113400
1,12,394,จังหวัดตรัง,9,abc125745,1111111113401
1,9,482,จังหวัดตราด,8,abc125746,1111111113402
2,3,684,จังหวัดตาก,14,abc125747,1111111113403
1,2,985,จังหวัดนครนายก,3,abc125748,1111111113404
2,14,310,จังหวัดนครปฐม,13,abc125749,1111111113405
2,3,516,จังหวัดนครพนม,9,abc125750,1111111113406
1,14,20,จังหวัดนครราชสีมา,1,abc125751,1111111113407
2,9,788,จังหวัดนครศรีธรรมราช,4,abc125752,1111111113408
1,11,295,จังหวัดนครสวรรค์,11,abc125753,1111111113409
1,5,241,จังหวัดนนทบุรี,11,abc125754,1111111113410
1,14,807,จังหวัดนราธิวาส,3,abc125755,1111111113411
1,10,655,จังหวัดน่าน,1,abc125756,1111111113412
1,7,286,จังหวัดบึงกาฬ,9,abc125757,1111111113413
2,9,968,จังหวัดบุรีรัมย์,11,abc125758,1111111113414
1,3,244,จังหวัดปทุมธานี,14,abc125759,1111111113415
2,5,274,จังหวัดประจวบคีรีขันธ์,11,abc125760,1111111113416
1,2,313,จังหวัดปราจีนบุรี,9,abc125761,1111111113417
2,7,887,จังหวัดปัตตานี,7,abc125762,1111111113418
2,14,47,จังหวัดพระนครศรีอยุธยา,11,abc125763,1111111113419
1,7,884,จังหวัดพะเยา,9,abc125764,1111111113420
1,7,610,จังหวัดพังงา,10,abc125765,1111111113421
2,8,827,จังหวัดพัทลุง,7,abc125766,1111111113422
2,6,189,จังหวัดพิจิตร,9,abc125767,1111111113423
1,4,160,จังหวัดพิษณุโลก,7,abc125768,1111111113424
2,12,372,จังหวัดเพชรบุรี,8,abc125769,1111111113425
2,9,985,จังหวัดเพชรบูรณ์,4,abc125770,1111111113426
1,12,293,จังหวัดแพร่,6,abc125771,1111111113427
1,8,369,จังหวัดภูเก็ต,1,abc125772,1111111113428
2,9,686,จังหวัดมหาสารคาม,4,abc125773,1111111113429
1,3,615,จังหวัดมุกดาหาร,2,abc125774,1111111113430
2,3,206,จังหวัดแม่ฮ่องสอน,5,abc125775,1111111113431
2,5,43,จังหวัดยโสธร,5,abc125776,1111111113432
1,5,392,จังหวัดยะลา,3,abc125777,1111111113433
2,2,971,จังหวัดร้อยเอ็ด,14,abc125778,1111111113434
1,14,583,จังหวัดระนอง,2,abc125779,1111111113435
2,8,960,จังหวัดระยอง,9,abc125780,1111111113436
2,9,244,จังหวัดราชบุรี,12,abc125781,1111111113437
2,1,843,จังหวัดลพบุรี,1,abc125782,1111111113438
1,13,476,จังหวัดลำปาง,9,abc125783,1111111113439
1,10,935,จังหวัดลำพูน,4,abc125784,1111111113440
2,8,759,จังหวัดเลย,7,abc125785,1111111113441
2,7,619,จังหวัดศรีสะเกษ,4,abc125786,1111111113442
2,12,74,จังหวัดสกลนคร,5,abc125787,1111111113443
2,4,754,จังหวัดสงขลา,14,abc125788,1111111113444
2,11,562,จังหวัดสตูล,14,abc125789,1111111113445
1,5,169,จังหวัดสมุทรปราการ,3,abc125790,1111111113446
1,12,679,จังหวัดสมุทรสงคราม,2,abc125791,1111111113447
2,3,627,จังหวัดสมุทรสาคร,12,abc125792,1111111113448
2,10,884,จังหวัดสระแก้ว,9,abc125793,1111111113449
2,4,777,จังหวัดหนองบัวลำภู,3,abc125794,1111111113450
2,2,961,จังหวัดสระบุรี,13,abc125795,1111111113451
1,4,689,จังหวัดสิงห์บุรี,4,abc125796,1111111113452
2,12,90,จังหวัดสุโขทัย,10,abc125797,1111111113453
2,6,994,จังหวัดสุพรรณบุรี,8,abc125798,1111111113454
1,10,345,จังหวัดสุราษฎร์ธานี,12,abc125799,1111111113455
1,10,392,จังหวัดสุรินทร์,6,abc125800,1111111113456
2,14,776,จังหวัดหนองคาย,5,abc125801,1111111113457
1,2,540,จังหวัดอ่างทอง,8,abc125802,1111111113458
1,1,84,จังหวัดอำนาจเจริญ,2,abc125803,1111111113459
2,4,149,จังหวัดอุดรธานี,2,abc125804,1111111113460
2,2,18,จังหวัดอุตรดิตถ์,2,abc125805,1111111113461
1,2,340,จังหวัดอุทัยธานี,12,abc125806,1111111113462
1,13,230,จังหวัดอุบลราชธานี,3,abc125807,1111111113463
1,1,181,จังหวัดกระบี่,14,abc125808,1111111113464
1,4,810,จังหวัดกาญจนบุรี,9,abc125809,1111111113465
1,8,346,จังหวัดกาฬสินธุ์,6,abc125810,1111111113466
2,14,228,จังหวัดกำแพงเพชร,11,abc125811,1111111113467
1,1,353,จังหวัดขอนแก่น,3,abc125812,1111111113468
2,3,601,จังหวัดจันทบุรี,1,abc125813,1111111113469
2,3,80,จังหวัดฉะเชิงเทรา,13,abc125814,1111111113470
2,1,330,จังหวัดชลบุรี,13,abc125815,1111111113471
1,5,709,จังหวัดชัยนาท,1,abc125816,1111111113472
1,5,110,จังหวัดชัยภูมิ,1,abc125817,1111111113473
2,5,682,จังหวัดชุมพร,7,abc125818,1111111113474
1,10,328,จังหวัดเชียงราย,12,abc125819,1111111113475
2,6,541,จังหวัดเชียงใหม่,14,abc125820,1111111113476
1,11,269,จังหวัดตรัง,4,abc125821,1111111113477
2,11,867,จังหวัดตราด,9,abc125822,1111111113478
2,11,415,จังหวัดตาก,9,abc125823,1111111113479
1,9,68,จังหวัดนครนายก,6,abc125824,1111111113480
1,10,226,จังหวัดนครปฐม,6,abc125825,1111111113481
1,3,368,จังหวัดนครพนม,14,abc125826,1111111113482
1,6,94,จังหวัดนครราชสีมา,7,abc125827,1111111113483
2,4,244,จังหวัดนครศรีธรรมราช,6,abc125828,1111111113484
2,2,849,จังหวัดนครสวรรค์,1,abc125829,1111111113485
1,2,325,จังหวัดนนทบุรี,14,abc125830,1111111113486
2,4,169,จังหวัดนราธิวาส,7,abc125831,1111111113487
2,14,770,จังหวัดน่าน,10,abc125832,1111111113488
1,1,30,จังหวัดบึงกาฬ,9,abc125833,1111111113489
2,2,624,จังหวัดบุรีรัมย์,9,abc125834,1111111113490
2,1,774,จังหวัดปทุมธานี,5,abc125835,1111111113491
1,6,131,จังหวัดประจวบคีรีขันธ์,3,abc125836,1111111113492
1,8,434,จังหวัดปราจีนบุรี,8,abc125837,1111111113493
1,9,349,จังหวัดปัตตานี,7,abc125838,1111111113494
1,9,328,จังหวัดพระนครศรีอยุธยา,7,abc125839,1111111113495
2,5,353,จังหวัดพะเยา,3,abc125840,1111111113496
2,7,7,จังหวัดพังงา,10,abc125841,1111111113497
1,4,374,จังหวัดพัทลุง,10,abc125842,1111111113498
2,5,52,จังหวัดพิจิตร,2,abc125843,1111111113499
1,10,230,จังหวัดพิษณุโลก,4,abc125844,1111111113500
2,2,700,จังหวัดเพชรบุรี,10,abc125845,1111111113501
2,14,597,จังหวัดเพชรบูรณ์,4,abc125846,1111111113502
2,10,400,จังหวัดแพร่,11,abc125847,1111111113503
2,9,964,จังหวัดภูเก็ต,13,abc125848,1111111113504
2,4,366,จังหวัดมหาสารคาม,7,abc125849,1111111113505
2,10,499,จังหวัดมุกดาหาร,8,abc125850,1111111113506
1,6,325,จังหวัดแม่ฮ่องสอน,14,abc125851,1111111113507
